year,month,day,DayOfWeek,A1,A2,A3,A4
2023,5,4,5,0.90887,0.90593,0.90999,0.90475
2023,5,5,6,0.90598,0.90276,0.91058,0.90269
2023,5,8,2,0.90270,0.90665,0.90785,0.90188
2023,5,9,3,0.90674,0.90493,0.90713,0.90331
2023,5,10,4,0.90498,0.90626,0.90932,0.90187
2023,5,11,5,0.90515,0.90402,0.90811,0.90192
2023,5,12,6,0.90402,0.89995,0.90462,0.89935
2023,5,15,2,0.90042,0.90218,0.90423,0.89927
2023,5,16,3,0.90100,0.89701,0.90326,0.89533
2023,5,17,4,0.89719,0.89594,0.89825,0.89522
2023,5,18,5,0.89523,0.89400,0.89723,0.89095
2023,5,19,6,0.89346,0.89700,0.90112,0.89314
2023,5,22,2,0.89739,0.89819,0.89914,0.89511
2023,5,23,3,0.89786,0.89244,0.89902,0.89217
2023,5,24,4,0.89396,0.88931,0.89399,0.88782
2023,5,25,5,0.88883,0.88726,0.88984,0.88619
2023,5,26,6,0.88671,0.88719,0.89063,0.88607
2023,5,29,2,0.88797,0.88857,0.89047,0.88657
2023,5,30,3,0.88819,0.88638,0.88989,0.88460
2023,5,31,4,0.88557,0.88248,0.88938,0.87831
2023,6,1,5,0.88060,0.88317,0.88589,0.88060
2023,6,2,6,0.88321,0.88667,0.89072,0.88267
2023,6,5,2,0.88734,0.88956,0.89151,0.88486
2023,6,6,3,0.89030,0.89401,0.89555,0.88816
2023,6,7,4,0.89429,0.88931,0.89883,0.88914
2023,6,8,5,0.88959,0.89695,0.89788,0.88885
2023,6,9,6,0.89576,0.89936,0.89996,0.89453
2023,6,12,2,0.89860,0.90230,0.90320,0.89789
2023,6,13,3,0.90169,0.90097,0.90635,0.89947
2023,6,14,4,0.90191,0.90530,0.90806,0.89996
2023,6,15,5,0.90651,0.90992,0.91053,0.90273
2023,6,16,6,0.90982,0.90705,0.91168,0.90508
2023,6,19,2,0.90837,0.90483,0.90837,0.90252
2023,6,20,3,0.90562,0.89771,0.90562,0.89531
2023,6,21,4,0.89601,0.89458,0.89871,0.89097
2023,6,22,5,0.89296,0.88831,0.89522,0.88769
2023,6,23,6,0.88785,0.87961,0.88947,0.87959
2023,6,26,2,0.88048,0.87865,0.88064,0.87733
2023,6,27,3,0.87757,0.88187,0.88379,0.87617
2023,6,28,4,0.88165,0.87461,0.88221,0.87456
2023,6,29,5,0.87547,0.87673,0.88007,0.87423
2023,6,30,6,0.87658,0.88209,0.88293,0.87529
2023,7,3,2,0.88231,0.88380,0.88543,0.87954
2023,7,4,3,0.88306,0.88435,0.88592,0.88016
2023,7,5,4,0.88438,0.88378,0.88602,0.88348
2023,7,6,5,0.88348,0.88558,0.88854,0.88107
2023,7,7,6,0.88392,0.88824,0.88908,0.88336
2023,7,10,2,0.88745,0.88635,0.88890,0.88089
2023,7,11,3,0.88563,0.88460,0.88769,0.88229
2023,7,12,4,0.88316,0.89462,0.89609,0.88315
2023,7,13,5,0.89309,0.90298,0.90561,0.89309
2023,7,14,6,0.90241,0.90341,0.90503,0.89935
2023,7,17,2,0.90438,0.89952,0.90457,0.89618
2023,7,18,3,0.89982,0.89686,0.90153,0.89678
2023,7,19,4,0.89632,0.89138,0.89795,0.88949
2023,7,20,5,0.89106,0.89272,0.89859,0.89012
2023,7,21,6,0.89292,0.88973,0.89350,0.88797
2023,7,24,2,0.88976,0.88727,0.89080,0.88643
2023,7,25,3,0.88719,0.89397,0.89577,0.88522
2023,7,26,4,0.89105,0.89225,0.89520,0.88843
2023,7,27,5,0.89229,0.88689,0.89809,0.88674
2023,7,28,6,0.88661,0.88064,0.88791,0.87722
2023,7,31,2,0.88100,0.88585,0.88743,0.88000
2023,8,1,3,0.88486,0.87813,0.88674,0.87764
2023,8,2,4,0.87736,0.87273,0.87984,0.87104
2023,8,3,5,0.87361,0.87453,0.87559,0.87134
2023,8,4,6,0.87426,0.87842,0.88217,0.87267
2023,8,7,2,0.87840,0.87878,0.88149,0.87706
2023,8,8,3,0.87846,0.87783,0.87921,0.87439
2023,8,9,4,0.87747,0.87587,0.88095,0.87584
2023,8,10,5,0.87537,0.87603,0.88480,0.87487
2023,8,11,6,0.87517,0.87295,0.87807,0.87213
2023,8,14,2,0.87287,0.87304,0.87445,0.86891
2023,8,15,3,0.87201,0.87109,0.87650,0.87050
2023,8,16,4,0.87085,0.86924,0.87359,0.86830
2023,8,17,5,0.86820,0.86726,0.87069,0.86244
2023,8,18,6,0.86639,0.86764,0.86957,0.86537
2023,8,21,2,0.86795,0.86863,0.86948,0.86534
2023,8,22,3,0.86887,0.87021,0.87319,0.86763
2023,8,23,4,0.87006,0.87568,0.87723,0.86893
2023,8,24,5,0.87524,0.87101,0.87680,0.87086
2023,8,25,6,0.87131,0.87084,0.87463,0.86963
2023,8,28,2,0.87037,0.87422,0.87471,0.87015
2023,8,29,3,0.87206,0.87811,0.87943,0.87206
2023,8,30,4,0.87723,0.87601,0.88219,0.87536
2023,8,31,5,0.87634,0.87571,0.87986,0.87462
2023,9,1,6,0.87582,0.87626,0.88266,0.87149
2023,9,4,2,0.87491,0.87785,0.87975,0.87491
2023,9,5,3,0.87712,0.87000,0.87864,0.86714
2023,9,6,4,0.86876,0.87011,0.87338,0.86810
2023,9,7,5,0.86944,0.87234,0.87365,0.86850
2023,9,8,6,0.87155,0.86961,0.87574,0.86902
2023,9,11,2,0.87027,0.87246,0.87601,0.86824
2023,9,12,3,0.87303,0.87074,0.87411,0.86932
2023,9,13,4,0.86980,0.86989,0.87155,0.86594
2023,9,14,5,0.87007,0.86981,0.87328,0.86848
2023,9,15,6,0.86870,0.86950,0.87378,0.86858
2023,9,18,2,0.87105,0.86799,0.87124,0.86658
2023,9,19,3,0.86796,0.86775,0.86908,0.86482
2023,9,20,4,0.86754,0.86784,0.87285,0.86740
2023,9,21,5,0.86580,0.86491,0.86909,0.86302
2023,9,22,6,0.86533,0.86805,0.86957,0.86323
2023,9,25,2,0.86801,0.86409,0.86878,0.86369
2023,9,26,3,0.86320,0.86454,0.86647,0.86193
2023,9,27,4,0.86502,0.85725,0.86541,0.85645
2023,9,28,5,0.85867,0.86660,0.86749,0.85664
2023,9,29,6,0.86589,0.87329,0.87368,0.86547
2023,10,2,2,0.87205,0.87006,0.87438,0.86943
2023,10,3,3,0.86918,0.86367,0.87063,0.86244
2023,10,4,4,0.86438,0.86926,0.87108,0.86243
2023,10,5,5,0.86885,0.87284,0.87437,0.86802
2023,10,6,6,0.87275,0.87201,0.87451,0.86584
2023,10,9,2,0.86898,0.87106,0.87133,0.86695
2023,10,10,3,0.87042,0.87345,0.87359,0.86915
2023,10,11,4,0.87245,0.87170,0.87479,0.86994
2023,10,12,5,0.87170,0.86421,0.87325,0.86391
2023,10,13,6,0.86403,0.85953,0.86641,0.85842
2023,10,16,2,0.86112,0.86319,0.86399,0.85882
2023,10,17,3,0.86165,0.86864,0.86939,0.86134
2023,10,18,4,0.86800,0.86897,0.87113,0.86705
2023,10,19,5,0.86844,0.86817,0.86998,0.86428
2023,10,20,6,0.86777,0.86574,0.86845,0.86314
2023,10,23,2,0.86575,0.86744,0.86828,0.86311
2023,10,24,3,0.86691,0.87304,0.87376,0.86628
2023,10,25,4,0.87284,0.87027,0.87879,0.86980
2023,10,26,5,0.86998,0.87425,0.87470,0.86636
2023,10,27,6,0.87405,0.87869,0.88130,0.87354
2023,10,30,2,0.87885,0.88039,0.88344,0.87830
2023,10,31,3,0.88096,0.87899,0.88177,0.87644
2023,11,1,4,0.87905,0.88624,0.88701,0.87747
2023,11,2,5,0.88612,0.88411,0.89067,0.88287
2023,11,3,6,0.88399,0.88927,0.89090,0.88320
2023,11,6,2,0.88852,0.88889,0.89052,0.88716
2023,11,7,3,0.88846,0.88599,0.89065,0.88132
2023,11,8,4,0.88512,0.88294,0.88746,0.88286
2023,11,9,5,0.88328,0.87899,0.88504,0.87883
2023,11,10,6,0.87904,0.87741,0.87962,0.87700
2023,11,13,2,0.87647,0.88020,0.88131,0.87598
2023,11,14,3,0.88027,0.89087,0.89152,0.87870
2023,11,15,4,0.88967,0.89045,0.89358,0.88809
2023,11,16,5,0.89150,0.88961,0.89260,0.88579
2023,11,17,6,0.89034,0.89365,0.89374,0.88820
2023,11,20,2,0.89207,0.89974,0.90089,0.89199
2023,11,21,3,0.89925,0.89814,0.90343,0.89651
2023,11,22,4,0.89859,0.89540,0.90121,0.89539
2023,11,23,5,0.89620,0.89794,0.89916,0.89488
2023,11,24,6,0.89788,0.89688,0.89976,0.89522
2023,11,27,2,0.89688,0.89953,0.90132,0.89664
2023,11,28,3,0.89927,0.90242,0.90413,0.89746
2023,11,29,4,0.90202,0.89909,0.90422,0.89766
2023,11,30,5,0.89797,0.89559,0.90259,0.89399
2023,12,1,6,0.89540,0.90074,0.90149,0.89362
2023,12,4,2,0.89987,0.89604,0.90223,0.89449
2023,12,5,3,0.89549,0.89036,0.89645,0.88891
2023,12,6,4,0.88991,0.89009,0.89522,0.88934
2023,12,7,5,0.89023,0.89769,0.89951,0.88776
2023,12,8,6,0.89705,0.89320,0.89869,0.89227
2023,12,11,2,0.89203,0.89139,0.89406,0.88938
2023,12,12,3,0.89102,0.89213,0.89284,0.89052
2023,12,13,4,0.89093,0.90039,0.90130,0.88966
2023,12,14,5,0.89970,0.89784,0.90604,0.89716
2023,12,15,6,0.89797,0.89645,0.90018,0.89293
2023,12,18,2,0.89567,0.89849,0.90052,0.89522
2023,12,19,3,0.89842,0.90144,0.90379,0.89763
2023,12,20,4,0.90161,0.89969,0.90451,0.89893
2023,12,21,5,0.89994,0.90314,0.90513,0.89867
2023,12,22,6,0.90299,0.90209,0.90448,0.89998
2023,12,26,3,0.90182,0.90046,0.90319,0.89871
2023,12,27,4,0.90050,0.90424,0.90497,0.89961
2023,12,28,5,0.90374,0.90314,0.90643,0.90122
2023,12,29,6,0.90292,0.90241,0.90587,0.89855
2024,1,2,3,0.90382,0.90049,0.90574,0.90040
2024,1,3,4,0.90138,0.89871,0.90214,0.89541
2024,1,4,5,0.89824,0.89519,0.90058,0.89437
2024,1,5,6,0.89514,0.89704,0.89782,0.88961
2024,1,8,2,0.89653,0.89684,0.89879,0.89388
2024,1,9,3,0.89658,0.89535,0.89860,0.89380
2024,1,10,4,0.89482,0.89639,0.89743,0.89430
2024,1,11,5,0.89527,0.89564,0.89838,0.89255
2024,1,12,6,0.89529,0.89617,0.89812,0.89329
2024,1,15,2,0.89604,0.89420,0.89719,0.89251
2024,1,16,3,0.89377,0.88844,0.89417,0.88772
2024,1,17,4,0.88814,0.88482,0.88929,0.88223
2024,1,18,5,0.88523,0.88639,0.88680,0.88138
2024,1,19,6,0.88597,0.88554,0.88896,0.88543
2024,1,22,2,0.88340,0.88549,0.88765,0.88340
2024,1,23,3,0.88529,0.88556,0.88970,0.88373
2024,1,24,4,0.88554,0.88929,0.89085,0.88474
2024,1,25,5,0.88871,0.88714,0.89154,0.88669
2024,1,26,6,0.88682,0.88438,0.88814,0.88419
2024,1,29,2,0.88454,0.88674,0.88744,0.88365
2024,1,30,3,0.88692,0.88445,0.88781,0.88319
2024,1,31,4,0.88415,0.88224,0.88604,0.88008
2024,2,1,5,0.88249,0.87964,0.88296,0.87555
2024,2,2,6,0.87938,0.87708,0.88404,0.87586
2024,2,5,2,0.87615,0.87764,0.87822,0.87419
2024,2,6,3,0.87729,0.87999,0.88095,0.87710
2024,2,7,4,0.88006,0.87774,0.88141,0.87741
2024,2,8,5,0.87761,0.87351,0.87858,0.87259
2024,2,9,6,0.87384,0.87795,0.87856,0.87325
2024,2,12,2,0.87709,0.87830,0.87912,0.87648
2024,2,13,3,0.87762,0.87529,0.87877,0.87318
2024,2,14,4,0.87504,0.87885,0.87976,0.87435
2024,2,15,5,0.87857,0.87845,0.88211,0.87743
2024,2,16,6,0.87827,0.88048,0.88179,0.87725
2024,2,19,2,0.88002,0.88204,0.88242,0.87975
2024,2,20,3,0.88215,0.88552,0.88894,0.88097
2024,2,21,4,0.88539,0.88469,0.88769,0.88296
2024,2,22,5,0.88431,0.88392,0.88663,0.88286
2024,2,23,6,0.88382,0.88659,0.88671,0.88323
2024,2,26,2,0.88604,0.88319,0.88695,0.88284
2024,2,27,3,0.88328,0.88514,0.88560,0.88163
2024,2,28,4,0.88464,0.88180,0.88599,0.88059
2024,2,29,5,0.88192,0.88209,0.88497,0.88112
2024,3,1,6,0.88177,0.88457,0.88553,0.88153
2024,3,4,2,0.88415,0.88344,0.88529,0.88331
2024,3,5,3,0.88349,0.88386,0.88481,0.88056
2024,3,6,4,0.88393,0.88689,0.88889,0.88278
2024,3,7,5,0.88747,0.89085,0.89248,0.88648
2024,3,8,6,0.89172,0.89327,0.89500,0.88976
2024,3,11,2,0.89307,0.89147,0.89346,0.89064
2024,3,12,3,0.89149,0.89109,0.89445,0.88877
2024,3,13,4,0.89119,0.89176,0.89320,0.89076
2024,3,14,5,0.89191,0.89025,0.89284,0.88853
2024,3,15,6,0.88846,0.88845,0.88846,0.88842
2024,3,18,2,0.88784,0.88757,0.89002,0.88690
2024,3,19,3,0.88748,0.88571,0.88851,0.88312
2024,3,20,4,0.88595,0.88790,0.88867,0.88467
2024,3,21,5,0.88792,0.88876,0.89292,0.88787
2024,3,22,6,0.88868,0.88619,0.88926,0.88350
2024,3,25,2,0.88590,0.88832,0.88915,0.88590
2024,3,26,3,0.88839,0.88730,0.88984,0.88626
2024,3,27,4,0.88732,0.88613,0.88804,0.88536
2024,3,28,5,0.88628,0.88199,0.88765,0.88146
2024,3,29,6,0.88186,0.88191,0.88468,0.88042
2024,4,1,2,0.88265,0.88316,0.88393,0.88083
2024,4,2,3,0.87983,0.88413,0.88482,0.87983
2024,4,3,4,0.88425,0.88791,0.88858,0.88274
2024,4,4,5,0.88762,0.89201,0.89365,0.88707
2024,4,8,2,0.89322,0.89623,0.89790,0.89274
2024,4,9,3,0.89668,0.89950,0.90069,0.89595
2024,4,10,4,0.89914,0.89074,0.89979,0.88986
2024,4,11,5,0.88991,0.89486,0.89553,0.88991
2024,4,12,6,0.89464,0.88982,0.89535,0.88943
